rt,serialno,division,puma10,puma20,region,st,adjhsg,adjinc,wgtp,np,typehugq,accessinet,acr,ags,bath,bdsp,bld,broadbnd,compothx,conp,dialup,elefp,elep,fs,fulfp,fulp,gasfp,gasp,hfl,hispeed,hotwat,insp,laptop,mhp,mrgi,mrgp,mrgt,mrgx,othsvcex,refr,rmsp,rntm,rntp,rwat,rwatpr,satellite,sink,smartphone,smp,stov,tablet,tel,ten,vacs,valp,veh,watfp,watp,yrblt,cplt,fincp,fparc,grntp,grpip,hhl,hhlanp,hhldragep,hhldrhisp,hhldrrac1p,hht,hht2,hincp,hugcl,hupac,hupaoc,huparc,kit,lngi,multg,mv,noc,npf,npp,nr,nrc,ocpip,partner,plm,plmprp,psf,r18,r60,r65,resmode,smocp,smx,srnt,sval,taxamt,wif,wkexrel,workstat,faccessp,facrp,fagsp,fbathp,fbdsp,fbldp,fbroadbndp,fcompothxp,fconp,fdialupp,felep,ffincp,ffsp,ffulp,fgasp,fgrntp,fhflp,fhincp,fhispeedp,fhotwatp,finsp,fkitp,flaptopp,fmhp,fmrgip,fmrgp,fmrgtp,fmrgxp,fmvp,fothsvcexp,fplmp,fplmprp,frefrp,frmsp,frntmp,frntp,frwatp,frwatprp,fsatellitep,fsinkp,fsmartphonp,fsmocp,fsmp,fsmxhp,fsmxsp,fstovp,ftabletp,ftaxp,ftelp,ftenp,fvacsp,fvalp,fvehp,fwatp,fyrbltp,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80,family_type,median_sss,income,below_ess_inc,below_ess_finc,below_35_finc
H,2020HU0948775,5,51089,-9,3,51,1133141,1140108,35,4,1,1,1,NA,1,4,02,1,2,0,2,3,210,2,2,NA,3,NA,3,1,9,870,1,NA,2,1600,2,1,2,1,11,NA,NA,1,9,2,1,1,540,1,1,1,1,NA,360000,3,3,1000,1990,1,249310,2,NA,NA,1,9500,45,01,1,1,01,249310,0,2,2,2,1,1,1,5,2,4,0,0,2,13,0,1,9,0,1,0,0,3,2677,2,0,1,2050,2,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,12,10,30,12,57,35,38,39,59,45,10,32,61,48,38,34,51,36,56,41,51,51,41,59,12,35,43,32,11,54,51,39,12,12,51,32,12,38,15,36,13,12,32,12,60,36,36,48,69,36,12,44,60,56,38,33,51,37,50,33,55,48,30,63,14,32,43,33,13,36,50,30,10,12,31,34,13,40,a2i0p0s1t1,58348.045,249310,No,No,No
H,2020HU0949877,5,51090,-9,3,51,1133141,1140108,58,3,1,1,1,NA,1,5,02,1,2,0,2,3,200,2,3,1100,3,NA,3,1,9,2000,1,NA,NA,NA,NA,3,2,1,11,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,450000,4,3,1200,1970,1,161100,4,NA,NA,1,9500,74,01,2,1,02,161100,0,4,4,4,1,1,1,7,0,3,0,0,0,6,0,1,9,0,0,2,2,3,813,NA,0,1,3050,1,09,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,63,96,62,28,48,76,78,65,54,46,29,67,31,35,54,25,72,62,71,83,58,94,58,34,57,67,74,52,54,60,25,79,35,12,59,48,73,76,64,76,71,29,49,76,57,43,28,68,44,25,99,87,62,57,55,84,24,61,91,69,91,33,55,105,64,32,23,57,49,17,77,56,74,59,50,80,17,60,63,a3i0p0s0t0,51757.69,161100,No,No,No
H,2020HU0951120,5,51090,-9,3,51,1133141,1140108,28,1,1,1,NA,NA,1,1,07,1,2,NA,2,3,60,2,2,NA,3,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,1,2,2,1100,1,9,2,1,1,NA,1,2,1,3,NA,NA,0,3,170,1960,NA,NA,NA,1174,NA,1,9500,24,01,1,4,09,0,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,9,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,51,32,48,33,9,29,8,61,26,7,9,31,24,26,35,28,51,34,41,7,51,31,48,28,8,23,10,50,30,9,10,34,25,24,38,29,54,29,7,53,6,25,14,25,35,24,50,9,27,51,43,28,38,33,29,30,8,26,8,49,11,33,12,24,40,33,29,12,28,35,40,29,41,39,35,27,8,43,44,a1i0p0s0t0,28273.535,0,Yes,NA,NA
H,2020HU0952545,5,51090,-9,3,51,1133141,1140108,6,2,1,1,NA,NA,1,0,09,1,2,NA,2,3,100,2,2,NA,3,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,2,1,2,600,1,9,2,1,1,NA,2,1,1,3,NA,NA,5,1,NA,2000,NA,NA,NA,700,NA,1,9500,18,01,1,7,08,0,0,4,4,4,2,1,1,1,0,NA,0,1,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,9,6,3,4,16,6,7,7,7,2,3,3,7,7,6,9,6,2,7,17,8,3,2,6,9,6,7,11,7,2,2,1,6,12,7,7,5,2,15,6,7,9,2,5,11,10,7,8,6,2,3,3,6,6,6,4,6,3,12,9,10,7,2,6,12,7,9,7,4,3,2,2,7,7,6,9,8,2,a1i0p0s0t0,28273.535,0,Yes,NA,NA
H,2020HU0952984,5,51090,-9,3,51,1133141,1140108,16,5,1,1,1,NA,1,4,02,1,2,0,2,3,90,2,2,NA,4,60,3,1,9,500,1,NA,1,1200,1,1,2,1,8,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,400000,2,3,50,2010,1,573000,1,NA,NA,3,1290,33,01,6,1,01,573000,1,1,1,1,1,1,2,3,2,5,0,0,2,3,0,1,9,0,1,0,0,1,1354,3,0,1,4650,2,01,01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,22,29,34,15,6,17,19,13,16,28,15,7,8,7,19,14,14,5,25,16,20,24,39,17,7,12,33,19,9,28,10,5,4,3,22,10,19,4,23,21,38,30,20,17,6,15,34,12,17,25,14,3,5,5,14,20,15,6,14,15,39,28,23,12,5,25,24,12,25,22,12,5,5,6,10,14,22,7,a3i1p1s0t0,82135.04000000001,573000,No,No,No
H,2020HU0953382,5,51089,-9,3,51,1133141,1140108,24,2,1,1,3,2,1,3,02,1,2,NA,2,3,140,2,2,NA,4,10,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,5,NA,NA,1,9,2,1,1,NA,1,2,1,4,NA,NA,3,2,NA,2000,1,113000,4,NA,NA,1,9500,61,01,1,1,02,113000,0,4,4,4,1,1,1,5,0,2,0,0,0,NA,0,1,9,0,0,2,1,3,NA,NA,0,0,NA,2,02,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,24,7,8,8,8,23,8,24,7,22,28,26,24,6,7,23,25,24,25,40,42,23,24,19,22,49,23,47,28,44,41,45,38,24,21,40,48,42,39,24,24,44,35,41,36,27,44,24,38,26,23,32,27,37,44,25,20,22,23,7,8,26,22,19,27,7,21,9,24,9,8,9,8,21,21,8,10,8,a2i0p0s0t0,43378.545,113000,No,No,No
H,2020HU0956701,5,51089,-9,3,51,1133141,1140108,10,2,1,1,1,NA,1,3,03,1,2,0,2,3,160,2,2,NA,3,NA,3,1,9,1200,1,NA,1,1400,1,1,2,1,5,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,250000,3,3,900,1980,1,115000,4,NA,NA,1,9500,56,01,1,1,02,115000,0,4,4,4,1,1,1,6,0,2,0,0,0,17,0,1,9,0,0,1,0,3,1635,3,0,1,1550,2,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,4,11,12,11,17,9,3,12,3,3,19,10,16,9,11,18,10,9,3,15,15,11,10,11,4,10,16,9,16,17,3,10,4,11,11,3,8,8,3,21,18,10,10,10,4,10,20,13,20,20,3,9,4,11,9,4,11,11,14,4,4,10,12,10,14,9,4,10,4,3,17,11,16,12,11,18,12,11,a2i0p0s0t0,43378.545,115000,No,No,No
H,2020HU0957642,5,51090,-9,3,51,1133141,1140108,4,1,1,1,NA,NA,1,1,07,1,2,NA,2,3,60,2,2,NA,2,NA,1,1,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,990,1,9,2,1,1,NA,1,2,1,3,NA,NA,1,3,590,1970,NA,NA,NA,1099,101,1,9500,25,01,1,4,09,650,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,1,5,5,4,2,4,6,4,2,2,6,4,2,6,4,8,4,2,5,2,8,3,5,4,7,4,2,5,6,8,5,5,8,2,4,2,5,6,3,5,2,5,4,4,2,4,8,4,2,1,5,6,1,8,5,8,4,1,6,2,6,4,4,4,6,5,2,3,7,7,5,4,6,1,4,2,6,a1i0p0s0t0,28273.535,650,Yes,NA,NA
H,2020HU0960099,5,51090,-9,3,51,1133141,1140108,7,2,1,1,1,NA,1,5,02,1,2,0,2,3,220,2,2,NA,3,NA,3,1,9,740,1,NA,1,1600,1,1,2,1,9,NA,NA,1,9,2,1,1,30,1,1,1,1,NA,300000,4,3,540,1980,1,210000,4,NA,NA,1,9500,59,01,1,1,02,210000,0,4,4,4,1,1,1,5,0,2,0,0,0,11,0,1,9,0,0,0,0,3,1895,2,0,1,1850,2,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,2,2,10,2,6,8,13,10,11,7,6,2,10,5,2,7,11,2,10,11,8,7,8,6,2,13,6,5,6,2,8,7,8,2,7,3,7,7,9,6,2,2,13,2,5,8,13,11,12,7,6,2,12,7,2,6,13,2,10,12,6,6,6,6,2,12,8,5,7,2,9,6,8,3,8,3,5,a2i0p0s0t0,43378.545,210000,No,No,No
H,2020HU0960508,5,51089,-9,3,51,1133141,1140108,11,2,1,1,3,1,1,4,02,1,2,0,2,3,150,2,3,1200,3,NA,4,1,9,1800,1,NA,2,4500,2,1,2,1,9,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,400000,3,2,NA,2000,1,105000,4,NA,NA,1,9500,58,01,1,1,02,105000,0,4,4,4,1,1,1,6,0,2,0,0,0,57,0,1,9,0,0,0,0,1,5029,3,0,0,1550,0,09,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,11,11,12,18,18,9,11,17,10,11,19,18,18,16,11,17,11,3,4,10,10,12,11,4,4,13,10,3,11,10,4,3,4,4,10,4,9,3,4,12,14,10,10,3,4,10,11,4,11,11,3,3,4,3,10,4,11,19,15,10,12,10,12,15,14,9,10,18,11,11,18,19,14,18,11,18,13,17,a2i0p0s0t0,43378.545,105000,No,No,No
H,2020HU0961882,5,51089,-9,3,51,1133141,1140108,4,2,1,1,1,NA,1,4,02,1,2,NA,2,3,250,2,2,NA,4,30,1,2,9,NA,1,NA,NA,NA,NA,NA,2,1,8,NA,NA,1,9,2,1,1,NA,1,2,1,4,NA,NA,2,3,1500,1950,3,NA,NA,NA,NA,1,9500,45,01,3,5,04,56300,0,4,4,4,1,1,1,7,0,NA,0,1,0,NA,2,1,9,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,1,6,6,5,4,5,4,3,5,2,4,7,1,9,2,3,4,1,6,1,11,6,1,2,3,6,6,6,4,9,8,2,6,3,11,4,1,6,6,6,2,4,6,10,3,12,4,4,4,1,6,7,2,6,2,6,9,1,4,2,7,4,1,2,6,4,6,8,8,6,7,1,12,5,6,4,2,a2i0p0s0t0,43378.545,56300,No,NA,NA
H,2020HU0965374,5,51090,-9,3,51,1133141,1140108,70,1,1,1,NA,NA,1,3,04,1,1,NA,2,3,150,2,2,NA,3,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,1,6,2,900,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,3,150,2010,NA,NA,NA,1063,26,1,9500,75,01,1,6,05,50000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,9,0,0,1,1,2,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,70,93,26,65,21,25,78,24,151,84,72,65,109,76,23,60,90,99,81,67,65,128,30,72,28,27,59,20,98,61,65,55,95,67,28,95,118,123,59,57,59,19,119,62,106,147,57,73,15,54,56,79,23,81,123,100,33,26,89,87,126,29,106,69,84,87,69,163,31,104,84,59,30,61,115,67,16,24,66,97,a1i0p0s0t0,28273.535,50000,No,NA,NA
H,2020HU0966039,5,51090,-9,3,51,1133141,1140108,14,2,1,1,1,NA,1,3,02,1,2,0,2,3,100,2,2,NA,2,NA,1,1,9,810,1,NA,1,2700,1,1,2,1,8,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,425000,2,3,70,2000,1,172000,4,NA,NA,1,9500,61,01,1,1,02,172000,0,4,4,4,1,1,1,5,0,2,0,0,0,20,0,1,9,0,0,1,0,3,2806,3,0,1,3250,2,01,01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,14,13,14,24,13,30,13,26,19,15,6,27,21,5,19,20,4,11,4,5,22,16,15,22,12,18,17,13,20,17,5,18,19,6,12,11,5,14,23,16,9,13,11,6,18,4,11,13,8,11,17,4,6,25,16,14,24,18,26,33,21,12,13,5,16,6,11,13,5,17,22,5,5,24,14,12,24,13,4,a2i0p0s0t0,43378.545,172000,No,No,No
H,2020HU0968215,5,51089,-9,3,51,1133141,1140108,15,2,1,1,NA,NA,1,3,06,1,2,NA,2,3,90,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,6,2,1900,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,3,600,1990,1,68000,4,2040,36,1,9500,84,01,1,1,02,68000,0,4,4,4,1,1,1,3,0,2,0,0,0,NA,0,1,9,0,0,2,2,3,NA,NA,1,0,NA,0,09,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,19,16,17,5,4,16,4,27,5,23,16,32,24,11,15,15,14,16,23,15,5,25,29,17,16,3,14,17,17,16,5,14,16,29,24,5,7,17,30,14,7,24,25,14,13,4,16,14,16,12,5,19,15,24,28,5,5,4,15,24,13,12,16,5,4,18,4,32,5,23,12,19,26,17,17,20,16,5,a2i0p0s0t0,43378.545,68000,No,No,No
H,2020HU0968338,5,51089,-9,3,51,1133141,1140108,56,4,1,1,2,1,1,4,02,1,1,0,2,3,220,2,2,NA,4,130,2,2,9,1400,1,NA,1,2100,1,1,2,1,9,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,510000,4,2,NA,1990,1,212000,4,NA,NA,1,9500,51,01,1,1,02,212000,0,4,4,4,1,1,1,4,0,4,0,0,0,14,0,1,9,0,0,0,0,2,2450,3,0,1,2250,3,04,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16,19,47,17,51,56,85,64,91,48,79,68,50,18,60,53,17,78,86,45,59,64,90,53,20,85,64,92,52,21,60,17,95,54,18,22,65,56,46,21,86,90,50,77,56,60,14,71,16,42,21,64,60,102,65,52,66,21,22,64,60,59,24,51,78,13,55,16,47,131,61,72,21,58,85,79,60,65,62,a4c0,57262.759999999995,212000,No,No,No
H,2020HU0971313,5,51090,-9,3,51,1133141,1140108,8,3,1,1,1,NA,1,4,02,1,2,0,2,3,200,2,2,NA,4,60,1,1,9,840,1,NA,2,2600,1,1,2,1,8,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,350000,1,3,300,2010,NA,51000,2,NA,NA,1,9500,46,01,1,3,06,51000,0,2,2,2,1,1,1,3,2,3,0,0,2,70,0,1,9,0,1,0,0,3,2955,3,0,1,1750,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,14,8,9,3,14,8,8,11,9,11,14,7,8,8,17,2,2,8,13,15,3,7,8,13,2,8,12,3,9,10,3,8,7,7,3,13,13,8,16,18,2,10,6,13,3,7,9,3,9,8,3,10,10,9,4,13,13,8,3,3,13,6,6,3,14,9,9,12,9,6,14,8,8,8,11,3,3,7,a1i0p0s0t2,43777.100000000006,51000,No,No,No
H,2020HU0975919,5,51090,-9,3,51,1133141,1140108,36,2,1,1,NA,NA,1,1,07,1,2,NA,2,3,50,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,1500,1,9,2,1,1,NA,1,2,1,3,NA,NA,2,3,400,2010,NA,NA,NA,1583,18,1,9500,28,01,1,7,08,106040,0,4,4,4,1,1,1,2,0,NA,0,1,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,39,37,58,12,36,33,45,33,55,55,14,13,40,38,40,46,64,14,13,41,35,36,60,13,28,29,66,38,80,45,12,13,32,40,31,39,53,62,66,38,30,37,10,69,42,42,13,46,12,9,61,72,41,54,33,34,10,57,56,33,49,43,11,57,42,43,11,33,8,12,68,69,39,31,36,37,11,15,a1i0p0s0t0,28273.535,106040,No,NA,NA
H,2020HU0977770,5,51089,-9,3,51,1133141,1140108,22,2,1,1,1,NA,1,4,02,1,2,0,2,3,140,2,2,NA,4,130,3,1,9,2100,1,NA,1,3200,1,1,2,1,10,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,310000,2,3,70,2000,1,117300,4,NA,NA,1,9500,76,01,1,1,02,117300,0,4,4,4,1,1,1,5,0,2,0,0,0,36,0,1,9,0,0,2,2,3,3476,3,0,1,1850,0,09,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,5,34,29,21,8,40,17,16,36,20,24,32,14,20,18,41,28,7,10,8,7,40,19,17,8,41,25,30,38,23,23,33,23,21,23,37,31,33,30,37,45,8,15,24,28,8,23,29,8,24,17,6,27,27,24,8,19,40,33,30,38,9,21,18,33,8,25,25,7,22,25,7,17,20,19,6,18,a2i0p0s0t0,43378.545,117300,No,No,No
H,2020HU0977879,5,51090,-9,3,51,1133141,1140108,5,1,1,1,NA,NA,1,1,07,1,2,NA,2,3,110,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,3,2,1100,1,9,2,1,1,NA,1,1,1,3,NA,NA,0,3,350,1970,NA,NA,NA,1239,44,1,9500,26,01,1,4,09,33800,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,9,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,8,5,8,9,6,8,2,4,4,4,1,6,13,5,2,1,4,5,5,10,2,6,2,1,5,1,8,4,5,5,7,6,2,6,10,8,5,4,6,2,7,4,8,9,4,8,2,6,5,5,2,4,9,7,1,2,5,5,4,9,3,7,2,1,5,2,8,6,5,4,7,4,2,4,6,8,5,6,6,a1i0p0s0t0,28273.535,33800,No,NA,NA
H,2020HU0978598,5,51089,-9,3,51,1133141,1140108,12,2,1,1,2,1,1,3,02,2,2,0,2,3,120,2,2,NA,3,NA,6,1,9,960,2,NA,1,1300,1,1,1,1,5,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,240000,1,2,NA,2010,NA,41000,2,NA,NA,1,9500,39,01,1,2,10,41000,0,2,2,2,1,1,1,4,1,2,0,0,1,42,0,1,9,0,1,0,0,3,1420,3,0,1,1750,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,22,12,18,5,5,13,14,11,16,11,4,9,5,4,19,16,25,12,12,18,5,16,5,18,30,14,12,9,4,17,25,14,24,27,4,13,3,16,12,13,26,17,32,4,4,18,10,13,22,12,3,14,5,5,22,13,20,11,11,12,4,17,5,27,28,14,13,10,3,11,23,11,27,21,3,12,4,14,a1i0p0s1t0,49075.075,41000,Yes,Yes,No
H,2020HU0979557,5,51089,-9,3,51,1133141,1140108,87,2,1,1,1,NA,1,3,02,2,1,0,2,3,200,2,2,NA,3,NA,3,1,9,400,1,NA,1,1100,1,1,2,1,6,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,249000,2,3,1200,1990,NA,86000,2,NA,NA,1,9500,45,01,1,3,06,86000,0,2,2,2,1,1,1,2,1,2,0,0,1,20,0,1,9,0,1,0,0,2,1400,3,0,1,1050,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76,30,106,36,73,125,31,98,166,38,24,196,93,63,128,97,120,87,72,141,100,26,78,24,100,72,30,90,101,26,44,121,77,122,135,96,149,75,94,59,77,121,98,115,87,77,108,91,32,137,193,30,70,126,31,89,42,76,89,24,90,106,76,152,102,116,135,78,38,138,96,37,116,64,33,92,31,100,82,138,a1i0p0s0t1,41530.675,86000,No,No,No
H,2020HU0981643,5,51090,-9,3,51,1133141,1140108,11,4,1,1,1,NA,1,3,02,1,2,0,2,3,100,2,2,NA,2,NA,1,1,9,1200,1,NA,NA,NA,NA,3,2,1,8,NA,NA,1,9,2,1,1,500,1,1,1,1,NA,1100000,3,3,70,1950,1,150000,2,NA,NA,1,9500,44,01,1,1,01,150000,0,2,2,2,1,1,1,5,2,4,0,0,2,15,0,1,9,0,1,0,0,3,1831,2,0,1,13500,2,01,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,3,12,22,4,6,21,18,11,17,10,17,10,13,16,4,10,4,18,10,13,4,12,16,3,4,14,8,9,28,13,20,10,14,11,4,15,4,14,9,10,4,9,21,3,4,20,11,18,19,10,15,12,12,10,4,13,5,27,12,13,5,14,25,5,4,13,11,11,25,13,18,11,11,12,4,10,4,13,a2i0p0s2t0,66051.295,150000,No,No,No
H,2020HU0984990,5,51090,-9,3,51,1133141,1140108,3,4,1,1,1,NA,1,3,02,1,2,0,2,3,200,2,2,NA,3,NA,3,2,9,540,1,NA,1,1100,1,1,2,1,5,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,120000,3,3,1000,1980,1,92400,3,NA,NA,2,1200,39,11,8,1,01,92400,0,3,3,3,1,1,1,5,2,4,0,0,2,18,0,1,9,0,1,0,0,2,1383,3,0,1,2550,3,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,1,7,6,4,8,3,1,5,5,3,5,7,1,3,1,2,3,5,6,4,5,3,1,3,4,4,8,3,3,5,1,2,5,3,6,4,6,4,6,6,3,2,2,4,5,5,6,5,2,6,0,1,4,2,7,4,4,6,1,3,1,7,7,6,5,3,1,4,4,3,8,8,1,3,1,2,5,a2i0p1s0t1,61333.335,92400,No,No,No
